-3670573862518875597,-8407251867582377801,3
-3670573862518875597,-7436304737095544515,3
-3670573862518875597,6064970861480500806,3
-3670573862518875597,-5258823456193361654,14
-3670573862518875597,1484775840281776084,3
-3670573862518875597,1533965315573609366,3
-3670573862518875597,-5455982395787702381,3
-3670573862518875597,4447036878677730006,4
-3670573862518875597,-3768627983466056031,3
-3670573862518875597,708803798962142010,7
-3670573862518875597,3360903098985337571,6
-3670573862518875597,4467054573266135970,4
-4954717818902042744,-7470383069865040233,4
-4954717818902042744,7195357273749773604,5
-4954717818902042744,-2004674755568114175,3
-4954717818902042744,-8468870216582192674,6
-1560097451014402740,6957373057037598475,13
-1560097451014402740,1787258805162148944,4
-1560097451014402740,9049395236921619453,4
-1560097451014402740,6119001492364295435,3
-1560097451014402740,-7471600468690350819,4
-1560097451014402740,-33725552809741724,4
-1560097451014402740,-5898457832454899383,3
-1560097451014402740,708803798962142010,3
-1560097451014402740,6889634883226139436,3
3762122177330311598,6957373057037598475,11
3762122177330311598,-5565935538129596463,7
3762122177330311598,-3767014474763247482,3
3762122177330311598,-1330711617529760672,14
3762122177330311598,1576256600982266334,9
3762122177330311598,391315993279570602,16
3762122177330311598,3469334689328100380,10
3762122177330311598,-3626911457024731361,12
3762122177330311598,-5904553428990491380,4
3762122177330311598,8306622292105224863,11
3762122177330311598,708803798962142010,23
3762122177330311598,3360903098985337571,3
3762122177330311598,5114251854412197144,3
3762122177330311598,7601725439161817183,6
3762122177330311598,4485724596552677983,4
-198096759127324012,-493162669726419250,6
4676563754664263897,-5258823456193361654,3
-493162669726419250,-6662236339644529339,4
-493162669726419250,-234768700846621329,7
-493162669726419250,-509818004100631965,4
-493162669726419250,-3453268790653579641,9
-493162669726419250,8409318129262644314,33
-493162669726419250,-2415849891305115660,3
-493162669726419250,-1374592424626243581,3
-493162669726419250,-8325568757862811719,5
-493162669726419250,6245326948740830215,4
-493162669726419250,-2722795950142734656,11
-493162669726419250,3238449455368085871,3
-493162669726419250,5084933727343761429,20
-493162669726419250,-4313941152946208038,5
-493162669726419250,-9085767779232784107,3
-493162669726419250,-8528811397358827782,5
-493162669726419250,-3562315799584744218,25
-493162669726419250,2475025621924638363,110
-493162669726419250,5623212610691430686,3
-493162669726419250,2976751591107576336,5
-493162669726419250,-4812770672088793346,3
-493162669726419250,-8668491989884391266,5
-493162669726419250,2794971077762788241,5
-493162669726419250,-9020312320718462521,99
-493162669726419250,-33725552809741724,12
-493162669726419250,1938240605442167630,3
1163784886843602852,-4364237027732478972,6
1163784886843602852,5559211113602513747,6
1163784886843602852,324637362081574403,3
1163784886843602852,5242141291814901442,4
8324408557826092694,-5218243344351465913,7
8324408557826092694,833810523346624846,4
8324408557826092694,-442667930682840053,17
8324408557826092694,5268108632331044890,5
8324408557826092694,-4620319732455475882,4
8324408557826092694,7478269613489062592,4
8324408557826092694,9073750219409548807,27
8324408557826092694,-8424535722093043905,6
8324408557826092694,-490313746789314756,10
8324408557826092694,-7668181589922254415,4
8324408557826092694,-3072671059525884761,7
8324408557826092694,1143073724202305065,11
8324408557826092694,-1217047131912944316,5
8324408557826092694,324637362081574403,20
8324408557826092694,-1598137594370177848,20
-3228578738176699184,2794971077762788241,3
-1544415286643145388,128669321791584236,5
-1544415286643145388,3288841811834678812,4
-1544415286643145388,-7143022150380709904,4
-1544415286643145388,-6697165831187058398,3
-1544415286643145388,-7436304737095544515,3
-1544415286643145388,-6326181413153934116,4
-1544415286643145388,1787258805162148944,15
-1544415286643145388,8278768186995662351,3
-1544415286643145388,-8349292882010993221,3
-1544415286643145388,-5258823456193361654,37
-1544415286643145388,1533965315573609366,6
-1544415286643145388,-5066115932638438371,3
-1544415286643145388,-6643763219012794627,3
-1544415286643145388,-3626911457024731361,14
-1544415286643145388,2794971077762788241,35
-1544415286643145388,7371854222906292677,4
-1544415286643145388,708803798962142010,9
-1544415286643145388,3360903098985337571,26
-1544415286643145388,5114251854412197144,3
8614852860484122333,-4616672036664541026,3
8614852860484122333,7490741876971439411,3
8614852860484122333,-831479467029320292,3
8614852860484122333,-7251732892881637179,4
-6514357996210450211,3288841811834678812,3
-6514357996210450211,-3403852240680930146,3
-6514357996210450211,3242001374055724591,4
-6514357996210450211,6957373057037598475,30
-6514357996210450211,-693240965107467070,6
-6514357996210450211,2813246712620368178,5
-6514357996210450211,2435834698326343580,26
-6514357996210450211,1306559795724859089,9
-6514357996210450211,-8322186430771421786,3
-6514357996210450211,2276794801400790618,23
-5777860872847010513,-7873698937166195386,3
-5777860872847010513,-7436304737095544515,3
-5777860872847010513,5481114391337125068,3
-5777860872847010513,708803798962142010,7
-6149594491274334506,2225463798238808757,3
-6149594491274334506,2475025621924638363,5
-6149594491274334506,394700527622842608,3
-6405313943195324410,3759634122579762507,7
-6405313943195324410,6467420614497027282,3
-6405313943195324410,5142756096291589441,6
-6405313943195324410,940020750815848454,3
-8800577667805913529,3398716282317623880,3
-8800577667805913529,8590698482939131437,3
7967886929599790697,5495586642095476389,4
7967886929599790697,-8215269427174345039,4
7967886929599790697,8467453737587554833,14
7967886929599790697,1130957911323100387,3
7967886929599790697,-168024298429945371,3
7967886929599790697,-8976053200319830953,4
7967886929599790697,-33725552809741724,9
-545839136724283904,4241586874413700086,13
-545839136724283904,8590698482939131437,7
-545839136724283904,-4746273678046727752,16
-545839136724283904,-2812602844996899634,3
-545839136724283904,1322906332999417271,4
4384188501220288699,-8528811397358827782,3
4384188501220288699,708803798962142010,4
-6265097992213449026,8467453737587554833,5
-6265097992213449026,8196596547657977184,5
-6265097992213449026,-33725552809741724,3
-6662236339644529339,7623845432738693850,5
-6662236339644529339,-3421676136952266229,7
-6662236339644529339,-1117062717236884571,3
-6662236339644529339,-8293787493607845498,7
-6662236339644529339,-5700148902212598144,8
-6662236339644529339,-212564889849777955,6
-6662236339644529339,-9020312320718462521,8
-234768700846621329,-509818004100631965,3
-234768700846621329,-4313941152946208038,3
-234768700846621329,2225463798238808757,4
-234768700846621329,-8528811397358827782,13
-234768700846621329,-3562315799584744218,13
-234768700846621329,1533965315573609366,4
-234768700846621329,2475025621924638363,63
-234768700846621329,2976751591107576336,6
-234768700846621329,-8668491989884391266,4
-234768700846621329,-8869371908843684911,4
-234768700846621329,394700527622842608,5
-234768700846621329,-9020312320718462521,12
-234768700846621329,-33725552809741724,3
-234768700846621329,708803798962142010,15
-3956081646536560399,1787258805162148944,11
-3956081646536560399,-8327824600052433101,6
-3956081646536560399,8352209505292140605,8
-3956081646536560399,2794971077762788241,4
-3956081646536560399,3963835456432692922,3
2214322592837770375,4812348457696359372,4
2214322592837770375,-5066115932638438371,3
-5108816963212995399,2475025621924638363,13
-5108816963212995399,8101384774757143206,6
-5108816963212995399,-5448249836689558419,5
6554941229482756524,-5218243344351465913,18
6554941229482756524,125728632197782970,5
6554941229482756524,-33725552809741724,5
-3092390224670802657,-4364237027732478972,6
-3092390224670802657,7008359661137020733,4
1586901930282368613,-5258823456193361654,6
1586901930282368613,-4359919586974142177,10
1586901930282368613,4447036878677730006,4
7872375833843363422,-4364237027732478972,9
7872375833843363422,-7436304737095544515,4
7872375833843363422,-2995366817117309931,4
7872375833843363422,-6817530411747520191,3
7872375833843363422,-4973959390558533367,3
7872375833843363422,-5880511863675164194,10
7872375833843363422,-8546069652890238129,3
7872375833843363422,5894253429758865049,4
7872375833843363422,-5258823456193361654,3
7872375833843363422,1533965315573609366,7
7872375833843363422,128766930358106682,5
7872375833843363422,-3768627983466056031,6
7872375833843363422,2304764481047167939,3
7872375833843363422,-147786548286132545,5
7872375833843363422,7919534385030810250,3
7872375833843363422,-3744792378531386136,5
7872375833843363422,-8272975343382643589,5
7872375833843363422,3360903098985337571,8
7872375833843363422,-1609932773573281559,10
7872375833843363422,-7102832699724296888,5
-6795843431718053944,-3768627983466056031,3
-6795843431718053944,6919186868422238050,4
292936223550746993,8467453737587554833,4
292936223550746993,-5659680277566969222,4
292936223550746993,-3312503908429304049,3
-5602178531444388795,4267253220868311776,10
-5602178531444388795,-8419692826500120822,11
-5602178531444388795,-4560166546802543127,4
-5602178531444388795,-2699963087183248582,8
-5602178531444388795,7883599042232577050,4
-5894795509568629533,-4364237027732478972,15
-5894795509568629533,-8256903478283752798,4
-5894795509568629533,7737845582768429641,9
-5894795509568629533,-8327824600052433101,7
-5894795509568629533,-5867660031303161268,3
-5894795509568629533,2487451991354420418,22
-5894795509568629533,-3744792378531386136,3
-5894795509568629533,-6416667159199794342,6
-5894795509568629533,-7656575264989473102,12
807527463533505914,-8038641535045797073,4
807527463533505914,-7541761112660343612,6
807527463533505914,-741854406827469555,6
807527463533505914,-4283527289632381991,7
807527463533505914,5614642142500884701,10
807527463533505914,7376575316527520688,6
807527463533505914,-4258371054791658495,5
-3326440293036595217,1308981737332328897,5
-3326440293036595217,269917882980200576,13
-3326440293036595217,6919186868422238050,21
-3326440293036595217,2169752702491967522,4
888808254358808838,906254267555939396,5
1830631468161536788,4267253220868311776,28
1830631468161536788,1197936681626901537,11
1830631468161536788,7419209181076874201,4
1830631468161536788,6777474312464981733,7
1830631468161536788,5882943101446403681,44
1830631468161536788,-404339216810934825,3
1830631468161536788,-4560166546802543127,5
1830631468161536788,5165714133054653829,13
1830631468161536788,-3768627983466056031,3
4267253220868311776,1197936681626901537,19
4267253220868311776,7419209181076874201,5
4267253220868311776,4343798707066415592,8
4267253220868311776,5882943101446403681,26
4267253220868311776,-404339216810934825,3
4267253220868311776,-5673920533854377060,3
4267253220868311776,-8419692826500120822,18
4267253220868311776,3476781199940031873,11
4267253220868311776,5692820271077078765,3
4267253220868311776,2908004366993304632,3
4267253220868311776,-4560166546802543127,16
4267253220868311776,5165714133054653829,5
4267253220868311776,-3768627983466056031,3
4267253220868311776,6919186868422238050,8
4267253220868311776,-3831742909796521296,3
4267253220868311776,-2699963087183248582,10
4267253220868311776,-3624435329684106177,3
4267253220868311776,7883599042232577050,4
7623845432738693850,-3421676136952266229,3
7623845432738693850,-1117062717236884571,3
7623845432738693850,-8293787493607845498,3
7623845432738693850,-5700148902212598144,5
7623845432738693850,-212564889849777955,4
-1516944080956917759,-661553644519090742,3
-1516944080956917759,-5218243344351465913,3
-1516944080956917759,3977796852044450925,4
-1516944080956917759,1586339801624480767,3
-1516944080956917759,-33725552809741724,7
2647558077723659565,-3744792378531386136,3
-5245276455983947326,-8202845266776442142,6
-5245276455983947326,-5793990818022664611,4
-5245276455983947326,-9033826240884549587,4
-5574829216888338802,2475025621924638363,3
-5981473361873958940,-3403852240680930146,25
-5981473361873958940,6957373057037598475,29
-5981473361873958940,-976759337769800165,3
-5981473361873958940,5719698511776791368,3
-5981473361873958940,1306559795724859089,13
-5981473361873958940,1111196872374670172,3
-5981473361873958940,-6944016157578983278,7
-5981473361873958940,-3626911457024731361,7
128669321791584236,-8349292882010993221,9
128669321791584236,-8196711918227608167,3
128669321791584236,-3626911457024731361,3
128669321791584236,-5318620293735314457,4
-1547089975399026606,7505218728385384214,3
-4364237027732478972,-1763332857650684648,3
-4364237027732478972,-3430349852474542461,3
-4364237027732478972,-8256903478283752798,28
-4364237027732478972,3229208434396587731,10
-4364237027732478972,3759634122579762507,40
-4364237027732478972,5643446831713562376,5
-4364237027732478972,-3702606467363531524,10
-4364237027732478972,-8407251867582377801,4
-4364237027732478972,-7470383069865040233,8
-4364237027732478972,-7436304737095544515,25
-4364237027732478972,-2995366817117309931,8
-4364237027732478972,-8325568757862811719,5
-4364237027732478972,-8391722645381312772,8
-4364237027732478972,-1417129657964892714,3
-4364237027732478972,-7499636123442593327,4
-4364237027732478972,-6817530411747520191,6
-4364237027732478972,1787258805162148944,46
-4364237027732478972,-8668321196226583932,4
-4364237027732478972,-4973959390558533367,82
-4364237027732478972,7737845582768429641,9
-4364237027732478972,-5880511863675164194,10
-4364237027732478972,7008359661137020733,3
-4364237027732478972,9049395236921619453,7
-4364237027732478972,-8327824600052433101,17
-4364237027732478972,-8546069652890238129,76
-4364237027732478972,5894253429758865049,8
-4364237027732478972,-5258823456193361654,13
-4364237027732478972,4496176606024260767,25
-4364237027732478972,-69763044041801781,14
-4364237027732478972,1533965315573609366,53
-4364237027732478972,2475025621924638363,71
-4364237027732478972,8352209505292140605,12
-4364237027732478972,6752086926744148777,17
-4364237027732478972,6653518256232925347,3
-4364237027732478972,2487451991354420418,24
-4364237027732478972,-8953681662158315510,31
-4364237027732478972,-6249014051863108977,4
-4364237027732478972,2976751591107576336,3
-4364237027732478972,8101384774757143206,4
-4364237027732478972,-4691112848929535227,9
-4364237027732478972,128766930358106682,7
-4364237027732478972,-2434779847791595692,39
-4364237027732478972,6174108547034151003,24
-4364237027732478972,-4560166546802543127,13
-4364237027732478972,6119001492364295435,17
-4364237027732478972,-8882037864373008797,4
-4364237027732478972,5614642142500884701,3
-4364237027732478972,2304764481047167939,14
-4364237027732478972,-6638646306775533486,3
-4364237027732478972,-147786548286132545,10
-4364237027732478972,-7251732892881637179,5
-4364237027732478972,-7839519116915111713,7
-4364237027732478972,2065819172540240551,20
-4364237027732478972,7195357273749773604,44
-4364237027732478972,2794971077762788241,17
-4364237027732478972,-3955834736912167795,3
-4364237027732478972,7919534385030810250,21
-4364237027732478972,-6803546384079129067,13
-4364237027732478972,-3744792378531386136,58
-4364237027732478972,1322906332999417271,155
-4364237027732478972,3875258061632623436,29
-4364237027732478972,-830878953635413106,4
-4364237027732478972,769153656899266092,5
-4364237027732478972,324637362081574403,7
-4364237027732478972,8506956018488736915,21
-4364237027732478972,-8272975343382643589,5
-4364237027732478972,-7656575264989473102,24
-4364237027732478972,3963835456432692922,6
-4364237027732478972,-6285392006409452405,5
-4364237027732478972,708803798962142010,11
-4364237027732478972,3360903098985337571,13
-4364237027732478972,1147038285312832436,6
-4364237027732478972,-1609932773573281559,6
-4364237027732478972,7672881183458764852,4
-4364237027732478972,6979347882201184980,20
-4364237027732478972,-2706562675046512986,10
-4364237027732478972,-3782288248136353918,15
-4364237027732478972,-7016976959526833268,3
-4364237027732478972,-7102832699724296888,32
-4364237027732478972,1058551715782068657,6
1197936681626901537,-7436304737095544515,3
1197936681626901537,5882943101446403681,3
1197936681626901537,-8419692826500120822,3
1197936681626901537,3476781199940031873,6
1197936681626901537,1533965315573609366,6
1197936681626901537,-4560166546802543127,22
1197936681626901537,1322906332999417271,3
-5218243344351465913,-442667930682840053,15
-5218243344351465913,-2658617117384760589,4
-5218243344351465913,5268108632331044890,5
-5218243344351465913,9073750219409548807,23
-5218243344351465913,-6065110609198440360,8
-5218243344351465913,-8468800451083781779,3
-5218243344351465913,-9166871907781972876,3
-5218243344351465913,-1718946117290922817,3
-5218243344351465913,125728632197782970,15
-5218243344351465913,2284479823731995136,8
-5218243344351465913,-8324237755198001898,3
-5218243344351465913,2794971077762788241,4
-5218243344351465913,8594305319069073341,7
-5218243344351465913,-6856595197419581426,3
-5218243344351465913,-33725552809741724,16
-5218243344351465913,-4737385718540443663,3
-5218243344351465913,324637362081574403,48
-5218243344351465913,-5654673487896383292,3
-5218243344351465913,8751028988522921976,16
-5218243344351465913,-5482566924586425679,3
-5218243344351465913,-1598137594370177848,10
-5218243344351465913,5409021029231326902,3
-6028815738522804482,-5565935538129596463,3
-813922721686918422,-7436304737095544515,9
-813922721686918422,6064970861480500806,3
-813922721686918422,-622601038387293001,5
-813922721686918422,-5496886924764175289,3
-813922721686918422,8590698482939131437,5
-813922721686918422,-4056019817792686700,3
-813922721686918422,-3099337515513070862,3
-813922721686918422,-33725552809741724,3
-813922721686918422,-6285392006409452405,3
5495586642095476389,8467453737587554833,21
5495586642095476389,2475025621924638363,4
5495586642095476389,1130957911323100387,5
5495586642095476389,8101384774757143206,9
5495586642095476389,-2004504375887828721,5
5495586642095476389,-6527010633901982094,3
5495586642095476389,-8976053200319830953,19
5495586642095476389,489832434441366328,3
5495586642095476389,-33725552809741724,25
-7757142760917711467,-33725552809741724,6
5422155984565781563,8479147481898850501,5
833810523346624846,-442667930682840053,3
833810523346624846,9073750219409548807,4
833810523346624846,-1598137594370177848,4
-5893231779815595350,-7436304737095544515,8
-5893231779815595350,1322906332999417271,3
-5893231779815595350,708803798962142010,3
-122602128503408976,-1146630947239393820,4
-122602128503408976,3200144589435177719,3
-122602128503408976,708803798962142010,16
-4575491726318147196,-7873698937166195386,7
-4575491726318147196,-7436304737095544515,7
-4575491726318147196,-8802936136227452470,10
-442667930682840053,-7470383069865040233,3
-442667930682840053,5268108632331044890,3
-442667930682840053,1787258805162148944,7
-442667930682840053,9073750219409548807,23
-442667930682840053,7195357273749773604,11
-442667930682840053,2794971077762788241,8
-442667930682840053,-33725552809741724,8
-442667930682840053,324637362081574403,30
-442667930682840053,3360903098985337571,4
-442667930682840053,-1598137594370177848,17
7419209181076874201,-6563543150616001531,3
7419209181076874201,5882943101446403681,11
7419209181076874201,3476781199940031873,3
7419209181076874201,-5880511863675164194,3
7419209181076874201,-5258823456193361654,8
7419209181076874201,1533965315573609366,11
7419209181076874201,-5496886924764175289,10
7419209181076874201,4227139006705123954,3
7419209181076874201,128766930358106682,3
7419209181076874201,-4560166546802543127,4
7419209181076874201,8517860015301154436,7
7419209181076874201,-168024298429945371,3
7419209181076874201,-3744792378531386136,3
7419209181076874201,708803798962142010,15
8240221487817624947,-3051572459921930685,5
8240221487817624947,-9020312320718462521,11
-7544780377816549753,-69763044041801781,5
-7544780377816549753,-7251732892881637179,5
-7544780377816549753,-7338757317256282979,4
-7544780377816549753,7919534385030810250,3
-7544780377816549753,-33725552809741724,3
-7544780377816549753,324637362081574403,17
3288841811834678812,-3403852240680930146,14
3288841811834678812,-4285479462687600806,4
3288841811834678812,4584351105707110273,3
3288841811834678812,-6563543150616001531,3
3288841811834678812,-7436304737095544515,17
3288841811834678812,3242001374055724591,18
3288841811834678812,6957373057037598475,83
3288841811834678812,1787258805162148944,28
3288841811834678812,3740424710593963348,5
3288841811834678812,-8349292882010993221,5
3288841811834678812,269917882980200576,4
3288841811834678812,3149716337112653877,3
3288841811834678812,2813246712620368178,6
